바코드,제조사/유통사,제품명,판매가,사업자등록번호,적립 포인트,인증구분,적립율,시작일,마감일
8809350380006,(사)에코언니야,EM 세탁비누 300g,1300,408-82-14913,320,환경표지,0.25,2024-06-01,2026-11-25
8809592890035,(사)한국시각장애인연합회인쇄사업단,친환경 크림이 복사용지 A4 (75g),19000,128-82-11612,4750,환경표지,0.25,2024-06-01,2025-09-04
8809592890028,(사)한국시각장애인연합회인쇄사업단,친환경 크림이 복사용지 A4 (80g),19700,,4920,환경표지,0.25,2024-06-01,2025-09-04
8809355380148,(사)한국지체장애인협회(춘천시장애인근로사업장),Ban-B 70미터,8000,,2000,환경표지,0.25,2024-06-01,2024-06-29
8809355380070,(사)한국지체장애인협회(춘천시장애인근로사업장),Ban-B 신문용지 54g A4,11000,,2750,환경표지,0.25,2024-06-01,2027-04-12
8809355380117,(사)한국지체장애인협회(춘천시장애인근로사업장),Ban-B 중질지 70g A4,15900,,3970,환경표지,0.25,2024-06-01,2026-12-14
8809355380087,(사)한국지체장애인협회(춘천시장애인근로사업장),Ban-B 신문용지 54g B4,16900,,4220,환경표지,0.25,2024-06-01,2027-04-12
8809355380124,(사)한국지체장애인협회(춘천시장애인근로사업장),Ban-B 중질지 70g B4,23000,,5750,환경표지,0.25,2024-06-01,2026-12-14
8809355380131,(사)한국지체장애인협회(춘천시장애인근로사업장),Ban-B 50m,23400,,5850,환경표지,0.25,2024-06-01,2027-04-12
8809355380391,(사)한국지체장애인협회(춘천시장애인근로사업장),"Ban-B 종이타올 고급형 (100매, 2겹)",29000,,7250,환경표지,0.25,2024-06-01,2024-10-13
8809355380155,(사)한국지체장애인협회(춘천시장애인근로사업장),Ban-B 점보롤 300미터,32800,,8200,환경표지,0.25,2024-06-01,2024-06-29
8809355380186,(사)한국지체장애인협회(춘천시장애인근로사업장),"Ban-B 종이타올 (100매, 2겹)",35000,221-82-09846,8750,환경표지,0.25,2024-06-01,2024-10-13
8809610800053,(사)한마음장애인복지회(한마음사업단),HM-HT02,29000,312-82-17453,7250,환경표지,0.25,2024-06-01,2024-08-01
8809610800039,(사)한마음장애인복지회(한마음사업단),한마음 점보롤 1겹 500m,37500,,9370,환경표지,0.25,2024-06-01,2025-07-03
8809036848523,(유)강청,안심해 무첨가 손세정제(500ml),11000,,2750,환경표지,0.25,2024-06-01,2024-08-26
8809030684832,(유)강청,순하게 무첨가 세안용 물비누(150ml),13000,,3250,환경표지,0.25,2024-06-01,2024-08-26
8809036849254,(유)강청,순하게 무첨가 세안용 물비누(300ml),25000,,6250,환경표지,0.25,2024-06-01,2024-08-26
8809036849896,(유)강청,안심해 무첨가 손세정제 (4.2L),45000,,11250,환경표지,0.25,2024-06-01,2024-08-26
8809010968247,(주)개미식품,오늘좋은X삼육두유 크리스피롤 미니 (130G),2490,129-81-17908,120,환경성적,0.05,2024-06-01,2026-11-28
8809010968278,(주)개미식품,오늘좋은 국내산 19곡 크리스피롤 미니 (130G),2490,129-81-17908,120,환경성적,0.05,2024-06-01,2026-11-28
8804164000515,(주)노루페인트,노루페인트 바니쉬 무광 1L,12800,123-86-06034,1920,환경표지,0.15,2024-06-01,2024-08-17
8804164000522,(주)노루페인트,노루페인트 바니쉬 유광 1L,12900,123-86-06034,1930,환경표지,0.15,2024-06-01,2024-08-17
8804164110207,(주)노루페인트,멀티플러스,13300,123-86-06034,1990,환경표지,0.15,2024-06-01,2024-08-17
8804164115820,(주)노루페인트,순앤수 원터치페인트 퓨어화이트 1L,14500,123-86-06034,2170,환경표지,0.15,2024-06-01,2024-07-19
8804164000508,(주)노루페인트,노루페인트 젯소 1L,14500,123-86-06034,2170,환경표지,0.15,2024-06-01,2024-08-17
8804164113734,(주)노루페인트,순＆수 멀티 베란다용 페인트2L,15200,123-86-06034,2280,환경표지,0.15,2024-06-01,2025-03-01
8804164113703,(주)노루페인트,순＆수 벽지용 페인트2L,18570,123-86-06034,2780,환경표지,0.15,2024-06-01,2025-03-01
8809240274330,(주)대왕,럭플러스35m*24롤,20700,,5170,환경표지,0.25,2024-06-01,2024-12-09
8809240274323,(주)대왕,럭플러스50m*24롤,21900,,5470,환경표지,0.25,2024-06-01,2024-12-09
8802854900589,(주)대한식품,오늘좋은 두번구워 더 구수한 누룽지 [500g],2990,412-81-28651,140,환경성적,0.05,2024-06-01,2026-10-30
8809025730631,(주)동일프라텍,디앙 커피용 일회용 스트로우(중),10000,141-81-26595,1500,환경표지,0.15,2024-06-01,2024-07-15
8809371990048,(주)디오티큐,"냄새입자잡는 왕코(200g, 냉장고용)",4700,,1170,환경표지,0.25,2024-06-01,2024-11-06
8809294855608,(주)래딕스글로비즈,뿌리또 친환경 이중 지퍼백 15매 18*20CM,1590,104-81-41772,230,환경표지,0.15,2024-06-01,2024-07-15
8809294855615,(주)래딕스글로비즈,뿌리또 친환경 이중 지퍼백 15매 25*30CM,2290,104-81-41772,340,환경표지,0.15,2024-06-01,2024-07-15
8809778050000,(주)로엔그린,친환경종이컵 195ml * 50p,1100,101-86-45056,160,환경표지,0.15,2024-06-01,2024-08-09
8809778050017,(주)로엔그린,친환경테이크아웃 종이컵410ml*20p,1980,101-86-45056,290,환경표지,0.15,2024-06-01,2024-08-09
8809494650034,(주)리페이퍼,rePAPER CUP-10 (친환경종이컵 10온스),2000,201-86-40652,300,환경표지,0.15,2024-06-01,2024-12-31
8809494650041,(주)리페이퍼,rePAPER CUP-13 (친환경종이컵 13온스),3000,,450,환경표지,0.15,2024-06-01,2024-12-31
8809494650027,(주)리페이퍼,rePAPER P-180 (친환경종이접시),24000,,3600,환경표지,0.15,2024-06-01,2024-12-31
8809494650010,(주)리페이퍼,ELEFUN GREEN-6.5(친환경종이컵-6.5oz),24900,,3730,환경표지,0.15,2024-06-01,2024-12-31
8809494650058,(주)리페이퍼,ELEFUN GREEN-8 (친환경종이컵 8oz),30000,,4500,환경표지,0.15,2024-06-01,2024-12-31
8809349870983,(주)메리스랩,콘타모 지사동 갈라파고스땅거북 라지,8900,,2220,환경표지,0.25,2024-06-01,2027-01-21
8809349870990,(주)메리스랩,콘타모 지사동 로랜드고릴라 라지,8900,,2220,환경표지,0.25,2024-06-01,2027-01-21
8809349871010,(주)메리스랩,콘타모 지사동 황제펭귄 라지,8900,,2220,환경표지,0.25,2024-06-01,2027-01-21
8809349871027,(주)메리스랩,콘타모 지사동 코알라 라지,8900,,2220,환경표지,0.25,2024-06-01,2027-01-21
8809349870907,(주)메리스랩,콘타모 스핏파이어 라지,8900,,2220,환경표지,0.25,2024-06-01,2027-01-21
8809349870884,(주)메리스랩,콘타모 F-15 라지,8900,,2220,환경표지,0.25,2024-06-01,2027-01-21
8809349871546,(주)메리스랩,콘타모 모사사우루스 L,19400,,4850,환경표지,0.25,2024-06-01,2027-01-21
8809349871539,(주)메리스랩,콘타모 스피노사우루스 L,19400,,4850,환경표지,0.25,2024-06-01,2027-01-21
8809349870396,(주)메리스랩,콘타모 프테라노돈 L,19400,,4850,환경표지,0.25,2024-06-01,2027-01-21
8809349870389,(주)메리스랩,콘타모 브라키오사우루스 L,19400,,4850,환경표지,0.25,2024-06-01,2027-01-21
8809349870365,(주)메리스랩,콘타모 트리케라톱스 L,19400,,4850,환경표지,0.25,2024-06-01,2027-01-21
8809349870358,(주)메리스랩,콘타모 안킬로사우루스 L,19400,,4850,환경표지,0.25,2024-06-01,2027-01-21
8809349870341,(주)메리스랩,콘타모 스테고사우루스 L,19400,,4850,환경표지,0.25,2024-06-01,2027-01-21
8809349870334,(주)메리스랩,콘타모 티라노사우루스 L,19400,705-87-00125,4850,환경표지,0.25,2024-06-01,2027-01-21
8809349870372,(주)메리스랩,콘타모 에라스모사우루스 L,19400,,4850,환경표지,0.25,2024-06-01,2027-01-21
8809349871522,(주)메리스랩,콘타모 벨로키랍토르 L,19400,,4850,환경표지,0.25,2024-06-01,2027-01-21
8809349870051,(주)메리스랩,콘타모SE 곰,19400,705-87-00125,4850,환경표지,0.25,2024-06-01,2027-01-21
8801236218472,(주)모나리자,나무이야기 데코 27m,24900,,6220,환경표지,0.25,2024-06-01,2025-05-01
8801236210285,(주)모나리자,모나리자 점보롤 300 m,37500,,9370,환경표지,0.25,2024-06-01,2025-05-01
8801236007793,(주)모나리자,모나리자 점보롤 500 m,37500,,9370,환경표지,0.25,2024-06-01,2025-05-01
8801173601412,(주)무궁화,무궁화 자몽깨끗설거지,3500,127-81-07762,870,환경표지,0.25,2024-06-01,2024-11-18
8801173601405,(주)무궁화,무궁화 청포도 깨끗설거지,3500,127-81-07762,870,환경표지,0.25,2024-06-01,2024-11-18
8801173602433,(주)무궁화,오클린 액체세제 일반 드럼겸용 1.5L,5000,127-81-07762,1250,환경표지,0.25,2024-06-01,2024-07-19
8801173602211,(주)무궁화,오클린 액체세제 일반 드럼겸용(리필) 2.0L,5000,127-81-07762,1250,환경표지,0.25,2024-06-01,2024-07-19
8801173602594,(주)무궁화,오클린 주방용 다목적세제 900mL 용기,5400,127-81-07762,1350,환경표지,0.25,2024-06-01,2025-02-05
8801173602587,(주)무궁화,오클린 욕실용 다목적세제 900mL 용기,5400,127-81-07762,1350,환경표지,0.25,2024-06-01,2025-02-05
8801173603607,(주)무궁화,키친솝 자몽 ＆ 민트 친환경 주방세제 1.2L,5500,,1370,환경표지,0.25,2024-06-01,2024-11-18
8801173603591,(주)무궁화,키친솝 올리브 ＆ 바질 친환경 주방세제 1.2L,5500,,1370,환경표지,0.25,2024-06-01,2024-11-18
8801173603584,(주)무궁화,키친솝 애플망고 ＆ 로즈마리 친환경 주방세제 1.2L,5500,127-81-07762,1370,환경표지,0.25,2024-06-01,2024-11-18
8801173603829,(주)무궁화,키친솝 자몽&민트 친환경 주방세제 3L,5900,,1470,환경표지,0.25,2024-06-01,2024-11-18
8801173602365,(주)무궁화,키친솝 Green Grape 4L,11780,127-81-07762,2940,환경표지,0.25,2024-06-01,2024-11-18
8801173701334,(주)무궁화,오클린 액체세제 2L,11900,,2970,환경표지,0.25,2024-06-01,2024-07-19
8801173701327,(주)무궁화,오클린 액체세제 3L,15900,127-81-07762,3970,환경표지,0.25,2024-06-01,2024-07-19
8809361310603,(주)비엔디생활건강,지엘 플러스 3L,19800,,4950,환경표지,0.25,2024-06-01,2024-07-11
8809361310061,(주)비엔디생활건강,지엘플러스 1.8L,19800,215-87-63345,4950,환경표지,0.25,2024-06-01,2024-07-11
8801104221467,(주)빙그레,빙그레 딸기맛 우유[240ml],1700,132-81-00631,80,환경성적,0.05,2024-06-01,2024-12-16
8801104212205,(주)빙그레,빙그레 바나나맛 우유 Light[240ml],1700,,80,환경성적,0.05,2024-06-01,2025-05-29
88002798,(주)빙그레,빙그레 바나나맛 우유[240ml],1700,,80,환경성적,0.05,2024-06-01,2025-05-29
8801104142373,(주)빙그레,투게더 오리지널 바닐라[900ml],6000,132-81-00631,300,환경성적,0.05,2024-06-01,2025-05-29
8801013110104,(주)삼양사,큐원 하얀설탕[1kg],1950,101-86-66838,290,저탄소제품,0.15,2024-06-01,2025-08-29
8801013130102,(주)삼양사,큐원 흑설탕[1kg],2300,,110,환경성적,0.05,2024-06-01,2025-04-28
8801013120103,(주)삼양사,큐원 갈색설탕[1kg],2300,,110,환경성적,0.05,2024-06-01,2025-04-28
8801013120301,(주)삼양사,큐원 갈색설탕[3kg],5300,101-86-66838,790,저탄소제품,0.15,2024-06-01,2025-08-29
8801013110302,(주)삼양사,큐원 하얀설탕[3kg],5500,101-86-66838,820,저탄소제품,0.15,2024-06-01,2025-08-29
8801013111507,(주)삼양사,큐원 하얀설탕[15kg],21000,101-86-66838,3150,저탄소제품,0.15,2024-06-01,2025-08-29
8801013121506,(주)삼양사,큐원 갈색설탕[15kg],25800,101-86-66838,3870,저탄소제품,0.15,2024-06-01,2025-08-29
8801013131505,(주)삼양사,큐원 흑설탕[15kg],26000,,1300,환경성적,0.05,2024-06-01,2025-04-28
8809079634220,(주)삼풍종합물산,친환경종이접시 200파이,14950,498-86-00384,2240,환경표지,0.15,2024-06-01,2024-10-24
8809079634237,(주)삼풍종합물산,친환경종이접시 260파이,18550,,2780,환경표지,0.15,2024-06-01,2024-10-24
8804294024535,(주)새롬식품,피코크 허니버터베이글칩[40g],1980,131-81-63064,90,환경성적,0.05,2024-06-01,2024-11-01
8804294024528,(주)새롬식품,피코크 카스테라칩[50g],1980,131-81-63064,90,환경성적,0.05,2024-06-01,2024-11-01
8804294024511,(주)새롬식품,피코크 브라우니칩[80g],1980,131-81-63064,90,환경성적,0.05,2024-06-01,2024-11-01
8804294024290,(주)새롬식품,피코크 초코프레첼[80g],1980,131-81-63064,90,환경성적,0.05,2024-06-01,2024-11-01
8809566050335,(주)생활공작소,생활공작소 주방세제 바질 4L,7900,,1970,환경표지,0.25,2024-06-01,2027-02-18
8809052340148,(주)생활공작소,생활공작소 주방세제 석류식초,7900,,1970,환경표지,0.25,2024-06-01,2027-02-18
8809052340001,(주)생활공작소,생활공작소 주방세제 쌀뜨물,7900,119-87-01304,1970,환경표지,0.25,2024-06-01,2024-07-21
8802086500052,(주)성림제지공업,마미 중질지 3형 A4 70g,15800,,3950,환경표지,0.25,2024-06-01,2025-04-09
8802086500076,(주)성림제지공업,마미 중질지 3형 B4 70g,23000,,5750,환경표지,0.25,2024-06-01,2025-04-09
8802086140012,(주)성림제지공업,마미 화장실용두루마리 화장지 50m(72롤묶음),23500,135-81-01599,5870,환경표지,0.25,2024-06-01,2024-08-03
8802086110022,(주)성림제지공업,마미 화장실용 화장지 50m(묶음100롤),32700,,8170,환경표지,0.25,2024-06-01,2024-08-03
8809107605727,(주)슈가에코,슈가버블 베이직 친환경 주방세제 바질향 470ml,2700,,670,환경표지,0.25,2024-06-01,2026-01-24
8809107605802,(주)슈가에코,슈가버블 베이직 친환경 주방세제 자몽향 470ml,2700,,670,환경표지,0.25,2024-06-01,2026-01-24
8809107603617,(주)슈가에코,슈가버블 주방세제 2L 레몬,2900,,720,환경표지,0.25,2024-06-01,2025-03-13
8809107605765,(주)슈가에코,슈가버블 베이직 친환경 주방세제 바질향 리필 1.2L,2900,,720,환경표지,0.25,2024-06-01,2026-01-24
8809107605819,(주)슈가에코,슈가버블 베이직 친환경 주방세제 자몽향 리필 1.2L,2900,,720,환경표지,0.25,2024-06-01,2026-01-24
8809107604348,(주)슈가에코,슈가버블 섬유유연제 플라워블룸(Flower Bloom) 1.7L 리필,3500,,870,환경표지,0.25,2024-06-01,2025-09-09
8809107603303,(주)슈가에코,슈가버블 흑미주방세제 500g,3900,,970,환경표지,0.25,2024-06-01,2025-03-13
8809107605185,(주)슈가에코,슈가버블 섬유유연제 플라워블룸 2L 리필,4480,,1120,환경표지,0.25,2024-06-01,2025-09-09
8809107602757,(주)슈가에코,슈가버블 섬유유연제 스노우코튼 3L(리필),4500,,1120,환경표지,0.25,2024-06-01,2025-09-09
8809107605178,(주)슈가에코,슈가버블 일반드럼겸용 세탁세제 2050ml 리필,4500,,1120,환경표지,0.25,2024-06-01,2025-05-24
8809107603259,(주)슈가에코,슈가버블 친환경 주방세제 블루베리 드롭 470ml,4800,506-81-31238,1200,환경표지,0.25,2024-06-01,2025-03-13
8809107602191,(주)슈가에코,친환경 주방세제 리치 레몬 470ml,4800,,1200,환경표지,0.25,2024-06-01,2025-03-13
8809107601002,(주)슈가에코,레몬크러쉬주방세제용기_470ML,4800,,1200,환경표지,0.25,2024-06-01,2025-03-13
8809107600777,(주)슈가에코,친환경 주방세제 자몽 470ml,4800,,1200,환경표지,0.25,2024-06-01,2025-03-13
8809107602245,(주)슈가에코,슈가버블 애플 주방세제 800g,5450,,1360,환경표지,0.25,2024-06-01,2025-05-24
8809107601507,(주)슈가에코,슈가버블 섬유유연제 플라워블룸 2.6L 리필,6000,,1500,환경표지,0.25,2024-06-01,2025-09-09
8809107601026,(주)슈가에코,슈가버블 친환경 주방세제 레몬 크러쉬 1.2L 리필,6500,,1620,환경표지,0.25,2024-06-01,2025-03-13
8809107600395,(주)슈가에코,슈가버블 친환경 주방세제 흑미 2.5L,6900,,1720,환경표지,0.25,2024-06-01,2025-05-24
8809107604317,(주)슈가에코,슈가버블 베이직 세탁세제 1.7L 리필,7700,,1920,환경표지,0.25,2024-06-01,2026-09-09
8809107603372,(주)슈가에코,슈가버블 친환경 주방세제 블루베리 드롭 2.5L,7900,506-81-31238,1970,환경표지,0.25,2024-06-01,2025-05-24
8809107602238,(주)슈가에코,슈가버블 주방세제 2.5L+470ML(레몬),7900,,1970,환경표지,0.25,2024-06-01,2025-03-13
8809107601484,(주)슈가에코,슈가버블 섬유유연제 플라워블룸 3L,7900,,1970,환경표지,0.25,2024-06-01,2025-09-09
8809107601309,(주)슈가에코,슈가버블 섬유유연제 스노우코튼 3L,8200,,2050,환경표지,0.25,2024-06-01,2025-09-09
8809107603594,(주)슈가에코,슈가버블 친환경 세탁세제 버블샥 2.6L 리필,8800,,2200,환경표지,0.25,2024-06-01,2026-09-19
8809107603310,(주)슈가에코,슈가버블 친환경 주방세제 마일드 그레인 940ml,8900,,2220,환경표지,0.25,2024-06-01,2025-03-13
8809107605598,(주)슈가에코,슈가버블 버블클린 2.1L 리필,8900,,2220,환경표지,0.25,2024-06-01,2025-11-24
8809107603273,(주)슈가에코,슈가버블 친환경 주방세제 블루베리 드롭 940ml,8900,506-81-31238,2220,환경표지,0.25,2024-06-01,2025-03-13
8809107601422,(주)슈가에코,레몬크러쉬주방세제용기_940ML,8900,,2220,환경표지,0.25,2024-06-01,2025-03-13
8809107603396,(주)슈가에코,슈가버블 레몬 주방세제 4L,8980,506-81-31238,2240,환경표지,0.25,2024-06-01,2025-03-13
8809107603327,(주)슈가에코,슈가버블 흑미주방세제 1.2kg(리필),9000,,2250,환경표지,0.25,2024-06-01,2025-03-13
8809107605413,(주)슈가에코,슈가버블 유아용세탁세제 1.5kg,9100,,2270,환경표지,0.25,2024-06-01,2025-06-11
8809107603433,(주)슈가에코,슈가버블 친환경 주방세제 블루베리 드롭 1.2L,9900,506-81-31238,2470,환경표지,0.25,2024-06-01,2025-03-13
8809107603242,(주)슈가에코,슈가버블 애플 주방세제 3.4L,10490,,2620,환경표지,0.25,2024-06-01,2025-05-24
8809107603211,(주)슈가에코,슈가버블 친환경 주방세제 레몬 크러쉬 2.5L,10900,,2720,환경표지,0.25,2024-06-01,2025-03-13
8809107602849,(주)슈가에코,슈가버블 레몬 주방세제 4.15L + 750ml,10980,,2740,환경표지,0.25,2024-06-01,2025-03-13
8809107601477,(주)슈가에코,슈가버블 친환경 주방세제 애플 4L+940ml,12990,,3240,환경표지,0.25,2024-06-01,2025-05-24
8809107601651,(주)슈가에코,슈가버블 내추럴버블 세탁세제 3L,13000,,3250,환경표지,0.25,2024-06-01,2026-09-19
8809107605567,(주)슈가에코,슈가버블  프레시버블  3L,13900,,3470,환경표지,0.25,2024-06-01,2025-11-24
8809107605550,(주)슈가에코,슈가버블 버블클린 3L,14700,,3670,환경표지,0.25,2024-06-01,2025-11-24
8809107605659,(주)슈가에코,슈가버블 프레시버블 6L,14980,206-86-50913,3740,환경표지,0.25,2024-06-01,2025-11-24
8809750470703,(주)시아스,철원오대쌀밥 [210g*12입],10780,215-81-68159,530,환경성적,0.05,2024-06-01,2024-11-29
8809172928295,(주)쌍용씨앤비,코디 이지파인 점보롤 300M,12090,,3020,환경표지,0.25,2024-06-01,2025-01-26
8809172928042,(주)쌍용씨앤비,이지파인 점보롤 500m(1겹),12470,,3110,환경표지,0.25,2024-06-01,2025-01-26
8809416303048,(주)쌍용씨앤비,코디 점보롤 600m(1겹)*4,14180,,3540,환경표지,0.25,2024-06-01,2025-01-26
8809172928322,(주)쌍용씨앤비,코디 핸드타올 100매(2겹),25000,124-86-30615,6250,환경표지,0.25,2024-06-01,2025-01-26
8809239550117,(주)에버미라클,EM 활성액,27500,402-81-45615,6870,환경표지,0.25,2024-06-01,2024-09-25
8809312201134,(주)에코띠끄코리아,에코띠끄 오렌지오일 주방세제(리필용) 300ml,4000,,1000,환경표지,0.25,2024-06-01,2025-06-27
8809312201639,(주)에코띠끄코리아,에코띠끄 허니소프넛 주방세제 리필 300ml,4000,,1000,환경표지,0.25,2024-06-01,2026-08-19
8809312201349,(주)에코띠끄코리아,에코띠끄 오렌지오일 주방세제(리필용) 500ml,6000,,1500,환경표지,0.25,2024-06-01,2025-06-27
8809312201646,(주)에코띠끄코리아,에코띠끄 허니소프넛 주방세제 리필 500ml,6000,,1500,환경표지,0.25,2024-06-01,2026-08-19
8809312201622,(주)에코띠끄코리아,에코띠끄 허니소프넛 주방세제 500ml,7500,104-86-18316,1870,환경표지,0.25,2024-06-01,2026-08-19
8809312201127,(주)에코띠끄코리아,에코띠끄 오렌지오일 주방세제 500ml(특판),8300,,2070,환경표지,0.25,2024-06-01,2025-06-27
8809312200014,(주)에코띠끄코리아,에코띠끄 오렌지오일 주방세제 500ml,8300,,2070,환경표지,0.25,2024-06-01,2025-06-27
8809230181211,(주)에코매스,슈가랩 에코위생장갑(50매),1800,,270,환경표지,0.15,2024-06-01,2024-12-31
8809230181242,(주)에코매스,슈가랩 에코위생장갑(200매),2000,,300,환경표지,0.15,2024-06-01,2024-12-31
8809230182447,(주)에코매스,슈가랩 에코위생장갑(100매),2200,,330,환경표지,0.15,2024-06-01,2024-12-31
8809230181099,(주)에코매스,슈가랩 에코백(25*35),3000,,450,환경표지,0.15,2024-06-01,2024-12-31
8809230181563,(주)에코매스,슈가랩 에코 주걱,3200,,480,환경표지,0.15,2024-06-01,2025-05-23
8809230181471,(주)에코매스,슈가랩물고기주걱,3980,1228199253,590,환경표지,0.15,2024-06-01,2025-05-23
8809230181600,(주)에코매스,슈가랩 사파리주걱(하마),4650,,690,환경표지,0.15,2024-06-01,2025-05-23
8809230181594,(주)에코매스,슈가랩 사파리주걱(사자),4650,,690,환경표지,0.15,2024-06-01,2025-05-23
8809230181655,(주)에코매스,슈가랩 유아 뉴스푼,4830,,720,환경표지,0.15,2024-06-01,2025-05-23
8809230181532,(주)에코매스,슈가랩 다람쥐 주걱,5000,,750,환경표지,0.15,2024-06-01,2025-05-23
8809230181363,(주)에코매스,슈가랩 시트도마(대),5000,,750,환경표지,0.15,2024-06-01,2025-04-10
8809230181662,(주)에코매스,슈가랩 유아 뉴포크,5220,,780,환경표지,0.15,2024-06-01,2025-05-23
8809230181648,(주)에코매스,슈가랩 유아뉴스프볼,5320,,790,환경표지,0.15,2024-06-01,2025-05-23
8809230181259,(주)에코매스,슈가랩 친환경 어린이용 위생장갑(30매),5900,,880,환경표지,0.15,2024-06-01,2025-04-10
8809230181082,(주)에코매스,슈가랩 에코백(25*40),6100,,910,환경표지,0.15,2024-06-01,2024-12-31
8809230181013,(주)에코매스,롤백(27*37),6300,,940,환경표지,0.15,2024-06-01,2024-12-31
8809230181624,(주)에코매스,슈가랩 간식 플레이트,6600,,990,환경표지,0.15,2024-06-01,2025-05-23
8809230182041,(주)에코매스,슈가랩 라지볼,7800,,1170,환경표지,0.15,2024-06-01,2025-05-23
8809230181631,(주)에코매스,슈가랩 유아머그컵,8860,,1320,환경표지,0.15,2024-06-01,2025-05-23
8809230181297,(주)에코매스,슈가랩 애플도마,10000,,1500,환경표지,0.15,2024-06-01,2025-04-10
8809230181617,(주)에코매스,슈가랩 유아식판,10780,,1610,환경표지,0.15,2024-06-01,2025-05-23
8809230181389,(주)에코매스,슈가랩 미니도시락,12000,,1800,환경표지,0.15,2024-06-01,2025-06-01
8809230180894,(주)에코매스,슈가랩 천사유아식판,15800,,2370,환경표지,0.15,2024-06-01,2025-05-23
8809230181358,(주)에코매스,슈가랩 통도마(중),18000,,2700,환경표지,0.15,2024-06-01,2025-04-10
8809230181341,(주)에코매스,슈가랩 통도마(대),22000,,3300,환경표지,0.15,2024-06-01,2025-04-10
8809230181396,(주)에코매스,슈가랩 피크닉 도시락(3단),26930,122-81-99253,4030,환경표지,0.15,2024-06-01,2025-06-01
8809230181303,(주)에코매스,슈가랩 올인원 인덱스도마,39000,,5850,환경표지,0.15,2024-06-01,2025-05-23
8809613420036,(주)에코씨,화청 1L,6000,3928600975,1500,환경표지,0.25,2024-06-01,2024-08-30
8809613420043,(주)에코씨,화청 4L,18470,,4610,환경표지,0.25,2024-06-01,2024-08-30
8809613420050,(주)에코씨,화청 18L,38000,,9500,환경표지,0.25,2024-06-01,2024-08-30
8809194570656,(주)엔크리너,엔크린 주방용 세제(1종) 2kg,7100,,1770,환경표지,0.25,2024-06-01,2024-12-13
8809194570601,(주)엔크리너,엔크린 주방용 세제(1종) 20kg,59000,206-81-96651,14750,환경표지,0.25,2024-06-01,2024-12-13
8809197094913,(주)엘리트프랜즈,진행문서파일(NO:40091)블루,1000,699-86-00162,250,환경표지,0.25,2024-06-01,2025-09-30
8809197092124,(주)엘리트프랜즈,클리어파일(NO:0921) 10P (반투명),1000,699-86-00162,250,환경표지,0.25,2024-06-01,2025-09-30
8809197094715,(주)엘리트프랜즈,진행문서파일 제목창삽입형(NO:eco4P3)청색,1200,699-86-00162,300,환경표지,0.25,2024-06-01,2025-09-30
8809197094311,(주)엘리트프랜즈,"클리어파일(NO:0942) 20P (블랙, 블루, 핑크)",1300,699-86-00162,320,환경표지,0.25,2024-06-01,2025-09-30
8809197098010,(주)엘리트프랜즈,클리어파일(NO:0941) 블루 40P,1600,699-86-00162,400,환경표지,0.25,2024-06-01,2025-09-30
8809197094906,(주)엘리트프랜즈,진행문서파일고정2개(NO:40949) 블루,2000,699-86-00162,500,환경표지,0.25,2024-06-01,2025-09-30
8809197091943,(주)엘리트프랜즈,"NO 40398 (문서보관상자, A4, 혼합)",2000,699-86-00162,500,환경표지,0.25,2024-06-01,2025-09-30
8809197095217,(주)엘리트프랜즈,바인더2공(NO:30521)반투명,2500,699-86-00162,620,환경표지,0.25,2024-06-01,2025-09-30
8809197095224,(주)엘리트프랜즈,바인더3공(NO:30522)반투명,3000,699-86-00162,750,환경표지,0.25,2024-06-01,2025-09-30
8809197094920,(주)엘리트프랜즈,"NO 40092-1 (진행문서파일, A4, 청색)",3000,699-86-00162,750,환경표지,0.25,2024-06-01,2025-09-30
8809197096276,(주)엘리트프랜즈,"NO 40092 (진행문서파일, A4, 혼합)",3300,699-86-00162,820,환경표지,0.25,2024-06-01,2025-09-30
8809197097136,(주)엘리트프랜즈,바인더4공(NO:30522) 반투명,3500,699-86-00162,870,환경표지,0.25,2024-06-01,2025-09-30
8809197092131,(주)엘리트프랜즈,클리어파일(NO:40093) 블루 60P,3670,699-86-00162,910,환경표지,0.25,2024-06-01,2025-09-30
8809197097334,(주)엘리트프랜즈,"NO 40198 (문서보관상자, A4, 청색)",3750,699-86-00162,930,환경표지,0.25,2024-06-01,2025-09-30
8809197093428,(주)엘리트프랜즈,클리어파일(NO:4068) 블루 20P B4,4000,699-86-00162,1000,환경표지,0.25,2024-06-01,2025-09-30
8809197094944,(주)엘리트프랜즈,진행문서파일(NO:40094)블루,4500,699-86-00162,1120,환경표지,0.25,2024-06-01,2025-09-30
8809197094968,(주)엘리트프랜즈,"NO 40013 (보존용표지, A4, 군위장)",5000,699-86-00162,1250,환경표지,0.25,2024-06-01,2025-09-30
8809197094777,(주)엘리트프랜즈,클리어파일(NO:0947) 반투명 80P,5500,699-86-00162,1370,환경표지,0.25,2024-06-01,2025-09-30
8809197094890,(주)엘리트프랜즈,"NO 40089 (보존용표지, A4, 연갈색)",12000,699-86-00162,3000,환경표지,0.25,2024-06-01,2025-09-30
8809197096269,(주)엘리트프랜즈,"NO eco2G4 (보존용표지 제목창삽입형, A4, 연갈색)",12500,699-86-00162,3120,환경표지,0.25,2024-06-01,2025-09-30
8801051231038,(주)엘지생활건강,뉴퐁퐁 400g,1400,,350,환경표지,0.25,2024-06-01,2025-08-27
