바코드,제조사/유통사,제품명,판매가,사업자등록번호,적립 포인트,인증구분,적립율,시작일,마감일
8809147490208,올가홀푸드,"올가 율무(무농약,500g)",15800,114-81-80641,790,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809123437517,올가홀푸드,"[친환경]대보름 찰진 5곡영양밥(유기농,1kg)",15800,114-81-80641,790,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809777683605,올가홀푸드,유기농 황설탕 2kg,15800,114-81-80641,790,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666726444,올가홀푸드,"알이큰 마이스터 딸기(유기농,480g)",15900,114-81-80641,790,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666723061,올가홀푸드,"[친환경]꿀/호박고구마(유기농,2kg)",15900,114-81-80641,790,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809487821137,올가홀푸드,"한번 맛보면 반하는 죽향딸기(무농약,480g)",15900,114-81-80641,790,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809487821076,올가홀푸드,"구기자(무농약,100g)",15900,114-81-80641,790,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809355416793,올가홀푸드,"공주 찰토마토(유기농,2kg)",15900,114-81-80641,790,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809355414157,올가홀푸드,"[친환경]올가 정월대보름 유기오곡밥(유기농,800g)",15900,114-81-80641,790,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809020309955,올가홀푸드,"산골농장 찰토마토(유기농,2kg)",15900,114-81-80641,790,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000158475,올가홀푸드,"[알뜰]ORGA 조각호두(무농약,100g)",15900,114-81-80641,790,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666725683,올가홀푸드,"현미(무농약,1.8kg)",16000,114-81-80641,800,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000039958,올가홀푸드,새송이2kg(무농약),16000,114-81-80641,800,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666729506,올가홀푸드,"[햅쌀]백미(유기농,1.8kg)",16500,114-81-80641,820,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666725645,올가홀푸드,"백미(무농약,1.8kg)",16500,114-81-80641,820,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809584346144,올가홀푸드,"모듬콩(유기농,350g)",16500,114-81-80641,820,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809487822141,올가홀푸드,"초당옥수수(유기농,10입)",16500,114-81-80641,820,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276023537,올가홀푸드,"상주 곶감(무농약,8~10입)",16500,114-81-80641,820,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809266975549,올가홀푸드,"국산 통호두(무농약,90g)",16500,114-81-80641,820,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809020309887,올가홀푸드,올가유기농 발아현미 미숫가루 500g,16500,114-81-80641,820,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809777688860,올가홀푸드,"[햅쌀]철원 밀키퀸 백미(유기농,1.5kg)",16800,114-81-80641,840,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666724754,올가홀푸드,"[산지]고시히카리 현미(유기농,1.8kg)",16800,114-81-80641,840,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666724709,올가홀푸드,"[산지]고시히카리 백미(유기농,1.8kg)",16800,114-81-80641,840,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666724433,올가홀푸드,"[산지]골든퀸 현미(유기농,1.8kg)",16800,114-81-80641,840,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666724402,올가홀푸드,"[산지]골든퀸 백미(유기농,1.8kg)",16800,114-81-80641,840,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809584346199,올가홀푸드,"흑태(유기농,350g)",16800,114-81-80641,840,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809584344140,올가홀푸드,유기농 발아 흑미 1kg,16800,114-81-80641,840,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809419999736,올가홀푸드,"완도유자(유기농,1.8kg)",16800,114-81-80641,840,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809355414898,올가홀푸드,"올가 조각호두(무농약,100g)",16800,114-81-80641,840,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666724952,올가홀푸드,"[친환경]토굴고구마(무농약,1.6kg)",16900,114-81-80641,840,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809584346069,올가홀푸드,"차조(유기농,400g)",16900,114-81-80641,840,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809355419459,올가홀푸드,"[친환경]딸기(무농약,480g)*2팩",16900,114-81-80641,840,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276029751,올가홀푸드,"한눈에 반한 딸기(무농약이상,900g)",16900,114-81-80641,840,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276026453,올가홀푸드,"[산지]초당옥수수(유기농,10입)",16900,114-81-80641,840,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276020772,올가홀푸드,"마이스터 배(유기농,3입)",16900,114-81-80641,840,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000189783,올가홀푸드,"수수(유기농,400g)",16900,114-81-80641,840,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666725751,올가홀푸드,"현미(유기농,1.8kg)",17000,114-81-80641,850,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809123439665,올가홀푸드,유기농 발아현미 미숫가루 500g(25g*20ea),17000,114-81-80641,850,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666725713,올가홀푸드,"백미(유기농,1.8kg)",17500,114-81-80641,870,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809355418100,올가홀푸드,"현미찹쌀(유기농,1.8kg)",17500,114-81-80641,870,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809355418087,올가홀푸드,"백미찹쌀(유기농,1.8kg)",17500,114-81-80641,870,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000013682,올가홀푸드,"[친환경]팔도특산 19곡영양밥(유기농,2kg)",17500,114-81-80641,870,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000013118,올가홀푸드,"[산지]현미(무농약,4kg)",17500,114-81-80641,870,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809584346137,올가홀푸드,"깐녹두(유기농,400g)",17800,114-81-80641,890,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809487827207,올가홀푸드,"절임배추(유기농,4kg/BOX)",17800,114-81-80641,890,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809147497207,올가홀푸드,"[친환경]유기농 적두(유기농,800g)",17800,114-81-80641,890,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809584344966,올가홀푸드,"무화과(무농약,1kg)",17900,114-81-80641,890,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809419990382,올가홀푸드,"[친환경]올가 서리태(유기농,450g)*2입",17900,114-81-80641,890,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809266847037,올가홀푸드,"둥글레(유기농,150g)",17900,114-81-80641,890,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000013088,올가홀푸드,"[산지]백미(무농약,4kg)",17900,114-81-80641,890,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666727472,올가홀푸드,"[산지]초당옥수수(무농약,국산,10입)",18500,114-81-80641,920,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809147494572,올가홀푸드,"갈색현미(무농약,2kg)",18500,114-81-80641,920,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000152978,올가홀푸드,[알뜰]유기농 건조 와일드 블루베리 140g,18500,114-81-80641,920,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809147497146,올가홀푸드,"[친환경]현미찹쌀(유기농,1,8kg)*2봉",18800,114-81-80641,940,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809123435988,올가홀푸드,"비가림 친환경 감귤(무농약,2kg)",18800,114-81-80641,940,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809355419398,올가홀푸드,친환경 제주 한라봉 1.8kg,18900,114-81-80641,940,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809147495456,올가홀푸드,"[친환경]찹쌀묶음(유기농,백미찹쌀2kg/현미찹쌀2kg)",18900,114-81-80641,940,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000189790,올가홀푸드,"기장(유기농,400g)",18900,114-81-80641,940,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809123435735,올가홀푸드,"검정깨(무농약,300g)",19000,114-81-80641,950,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809147494565,올가홀푸드,"갈색오분도미(무농약,2kg)",19000,114-81-80641,950,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000020246,올가홀푸드,"[산지]의성 황토 현미(무농약,4kg)",19500,114-81-80641,970,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809584346052,올가홀푸드,"율무(유기농,400g)",19500,114-81-80641,970,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809355410968,올가홀푸드,"[친환경]현미찹쌀(유기농,2kg)",19500,114-81-80641,970,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276020949,올가홀푸드,"[친환경]노지친환경 감귤(무농약,1.8kg)X2팩",19600,114-81-80641,980,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000020369,올가홀푸드,"[산지]의성 황토 백미(무농약,4kg)",19800,114-81-80641,990,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809584348803,올가홀푸드,"향기가득 달콤과즙 천혜향(무농약,1.5kg)",19800,114-81-80641,990,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809487826033,올가홀푸드,[산지]무농약 생목이버섯1kg,19800,114-81-80641,990,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809355410159,올가홀푸드,"[친환경]팔도특산 19곡 영양밥(유기농,1.5kg)",19800,114-81-80641,990,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809355410135,올가홀푸드,"수박(무농약,6kg미만)",19800,114-81-80641,990,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000190192,올가홀푸드,"[산지]노지친환경 감귤(무농약,3.5kg)",19800,114-81-80641,990,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809584346182,올가홀푸드,"적두(유기농,400g)",19900,114-81-80641,990,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000157676,올가홀푸드,"[알뜰]ORGA 통살호두(무농약,100g)",19900,114-81-80641,990,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809162427272,올가홀푸드,무농약 울금가루 120g,20000,114-81-80641,1000,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666725836,올가홀푸드,"[산지]현미(무농약,3.6kg)",20800,114-81-80641,1040,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666725812,올가홀푸드,"[산지]오분도미(무농약,3.6kg)",20800,114-81-80641,1040,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666725799,올가홀푸드,"[산지]백미(무농약,3.6kg)",20800,114-81-80641,1040,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666724877,올가홀푸드,"[산지]추청 현미(유기농,3.6kg)",20800,114-81-80641,1040,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666724853,올가홀푸드,"[산지]추청 오분도미(유기농,3.6kg)",20800,114-81-80641,1040,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666724839,올가홀푸드,"[산지]추청 백미(유기농,3.6kg)",20800,114-81-80641,1040,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666724587,올가홀푸드,"[산지]신동진 현미(무농약,3.6kg)",20800,114-81-80641,1040,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666724556,올가홀푸드,"[산지]신동진 오분도미(무농약,3.6kg)",20800,114-81-80641,1040,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666724532,올가홀푸드,"[산지]신동진 백미(무농약,3.6kg)",20800,114-81-80641,1040,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000013149,올가홀푸드,"[산지]현미찹살(무농약,4kg)",20800,114-81-80641,1040,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809135304906,올가홀푸드,올가 유기농 포도를 그대로 착즙한 포도 한잔 140ml*10ea,21000,114-81-80641,1050,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809135304890,올가홀푸드,올가 유기농 오렌지를 그대로 착즙한 오렌지 한잔 140ml*10,21000,114-81-80641,1050,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809020309931,올가홀푸드,"참외(유기농,2kg)",21000,114-81-80641,1050,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666725041,올가홀푸드,"참좋은 보통맛 고춧가루(유기농,200g)",21500,114-81-80641,1070,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666725027,올가홀푸드,"참좋은 순한맛 고춧가루(유기농,200g)",21500,114-81-80641,1070,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809487821557,올가홀푸드,"[산지]미백찰옥수수(유기농,20입)",21500,114-81-80641,1070,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809147492592,올가홀푸드,유기농]안성백미4kg-구,21500,114-81-80641,1070,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000013132,올가홀푸드,"[산지]백미찹쌀(무농약,4kg)",21500,114-81-80641,1070,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666724495,올가홀푸드,"[산지]철원 밀키퀸 현미(유기농,1.8kg)",21800,114-81-80641,1090,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666724464,올가홀푸드,"[산지]철원 밀키퀸 백미(유기농,1.8kg)",21800,114-81-80641,1090,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809584346298,올가홀푸드,"아마란스(무농약,400g)",21800,114-81-80641,1090,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809584344850,올가홀푸드,[일일선]친환경 복숭아(유기농)1.8kg,21800,114-81-80641,1090,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809147491540,올가홀푸드,"검정깨(무농약,300g)",21800,114-81-80641,1090,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276022820,올가홀푸드,"[산지]미백찰옥수수(무농약,20입)",21800,114-81-80641,1090,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000154064,올가홀푸드,친환경 복숭아(유기농) 1.8kg,21800,114-81-80641,1090,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809777684336,올가홀푸드,"표고가루(유기농,80g)",22000,114-81-80641,1100,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666727984,올가홀푸드,"백화고(유기농,120g)",22000,114-81-80641,1100,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809355410074,올가홀푸드,"팔도특산 19곡영양밥(유기농,2kg)",22000,114-81-80641,1100,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809135306658,올가홀푸드,자연원 유기농 ABC주스(100ml*10),22000,114-81-80641,1100,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809355414638,올가홀푸드,"[산지]함평 현미찹쌀(무농약,4kg)",22500,114-81-80641,1120,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000020413,올가홀푸드,"쌀가게]함평 백미찹쌀(무농약,4kg)",22500,114-81-80641,1120,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666725898,올가홀푸드,"[산지]현미(유기농,3.6kg)",22800,114-81-80641,1140,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666725874,올가홀푸드,"[산지]오분도미(유기농,3.6kg)",22800,114-81-80641,1140,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666725850,올가홀푸드,"[산지]백미(유기농,3.6kg)",22800,114-81-80641,1140,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666723719,올가홀푸드,"영암 영호진미 백미(유기농,3.6kg)",22800,114-81-80641,1140,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809355414621,올가홀푸드,"[산지]함평 백미찹쌀(무농약,4kg)",22800,114-81-80641,1140,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276026460,올가홀푸드,"[산지]알록찰옥수수(유기농,20입)",22800,114-81-80641,1140,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276026200,올가홀푸드,"[친환경]12곡영양밥(유기농,2kg)",22800,114-81-80641,1140,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809123439559,올가홀푸드,"마이스터 친환경 복숭아(유기농,1.8kg)",22800,114-81-80641,1140,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809005138822,올가홀푸드,"[의성]일품미 백미(무농약,4kg)",22800,114-81-80641,1140,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809487828174,올가홀푸드,"[산지]미흑찰옥수수(무농약,20입)",22900,114-81-80641,1140,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809487821106,올가홀푸드,"오미자(유기농,100g)",22900,114-81-80641,1140,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809147492547,올가홀푸드,유기농]현미가득4kg,23000,114-81-80641,1150,친환경인증농산물,0.05,2024-06-01,2024-06-30
8808276801985,올가홀푸드,[유기농]백화고150g,23000,114-81-80641,1150,친환경인증농산물,0.05,2024-06-01,2024-06-30
8808276800124,올가홀푸드,[친환경]상황버섯70g,23000,114-81-80641,1150,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666724068,올가홀푸드,"철원 밀키퀸 현미(유기농,1.8kg)",23500,114-81-80641,1170,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809147495524,올가홀푸드,"현미찹쌀(무농약,4kg)",23500,114-81-80641,1170,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000020406,올가홀푸드,"쌀가게]함평 현미찹쌀(무농약,4kg)",23500,114-81-80641,1170,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809584344508,올가홀푸드,"[일일선]친환경 복숭아(유기농,2kg)",23800,114-81-80641,1190,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809487827283,올가홀푸드,"구수하고 찰진 골든퀸(유기농,3.5kg)",23800,114-81-80641,1190,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809147497214,올가홀푸드,"친환경]무농약 서리태(무농약,1.5kg)",23800,114-81-80641,1190,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809147495531,올가홀푸드,"백미찹쌀(무농약,4kg)",23800,114-81-80641,1190,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809584346007,올가홀푸드,"철원 밀키퀸 백미(유기농,1.8kg)",23900,114-81-80641,1190,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666724679,올가홀푸드,"[산지]하이아미 현미(유기농,3.6kg)",24800,114-81-80641,1240,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666724631,올가홀푸드,"[산지]하이아미 백미(유기농,3.6kg)",24800,114-81-80641,1240,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666724204,올가홀푸드,"하이아미 현미(유기농,3.6kg)",24800,114-81-80641,1240,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666724181,올가홀푸드,"하이아미 오분도미(유기농,3.6kg)",24800,114-81-80641,1240,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666724150,올가홀푸드,"하이아미 백미(유기농,3.6kg)",24800,114-81-80641,1240,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809419994694,올가홀푸드,"[산지]노지친환경 감귤(무농약,5kg)",24800,114-81-80641,1240,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809147495005,올가홀푸드,"현미찹쌀(유기농,4kg)",25000,114-81-80641,1250,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809135302834,올가홀푸드,[부자재]유기농 오렌지&포도 착즙음료친환경 세트,25000,114-81-80641,1250,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666724648,올가홀푸드,"[산지]하이아미 오분도미(유기농,3.6kg)",25800,114-81-80641,1290,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809147495012,올가홀푸드,"백미찹쌀(유기농,4kg)",25800,114-81-80641,1290,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809162424417,올가홀푸드,[옴니허브]무농약우엉차,26000,114-81-80641,1300,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000059666,올가홀푸드,쑥1kg(무농약이상),26000,114-81-80641,1300,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666725690,올가홀푸드,"현미(무농약,3.6kg)",26500,114-81-80641,1320,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666724778,올가홀푸드,"[산지]고시히카리 현미(유기농,3.6kg)",26800,114-81-80641,1340,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666724730,올가홀푸드,"[산지]고시히카리 오분도미(유기농,3.6kg)",26800,114-81-80641,1340,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666724716,올가홀푸드,"[산지]고시히카리 백미(유기농,3.6kg)",26800,114-81-80641,1340,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666724440,올가홀푸드,"[산지]골든퀸 현미(유기농,3.6kg)",26800,114-81-80641,1340,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666724426,올가홀푸드,"[산지]골든퀸 오분도미(유기농,3.6kg)",26800,114-81-80641,1340,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666724419,올가홀푸드,"[산지]골든퀸 백미(유기농,3.6kg)",26800,114-81-80641,1340,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809584346076,올가홀푸드,"검정깨(유기농,300g)",26800,114-81-80641,1340,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809073734346,올가홀푸드,AGECARE 유기농 새싹 보리분말 80g,27000,114-81-80641,1350,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666725652,올가홀푸드,"백미(무농약,3.6kg)",27500,114-81-80641,1370,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809777680109,올가홀푸드,"[친환경]참송이버섯(무농약,300g)",27800,114-81-80641,1390,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809487825562,올가홀푸드,"[친환경]마이스터 딸기(유기농,480g)*2팩",27800,114-81-80641,1390,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276026170,올가홀푸드,"수박(무농약,8kg미만)",27800,114-81-80641,1390,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000020314,올가홀푸드,[산지]자두 2kg,28000,114-81-80641,1400,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666725768,올가홀푸드,"현미(유기농,3.6kg)",28500,114-81-80641,1420,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809777683629,올가홀푸드,유기농 황설탕 5kg,28900,114-81-80641,1440,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666725720,올가홀푸드,"백미(유기농,3.6kg)",29500,114-81-80641,1470,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276027030,올가홀푸드,"[친환경]9곡영양밥(유기농,2kg)",29600,114-81-80641,1480,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809777682691,올가홀푸드,"[산지]갓 수확한 죽향딸기(무농약,700g)",29800,114-81-80641,1490,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809584346083,올가홀푸드,"참깨(유기농,300g)",29800,114-81-80641,1490,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809123432963,올가홀푸드,"마이스터 육보딸기(유기농,1.2kg)",29800,114-81-80641,1490,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809065470092,올가홀푸드,안성]백미7kg(무농약),29800,114-81-80641,1490,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809487828549,올가홀푸드,"[산지]고송버섯(무농약,800g)",29900,114-81-80641,1490,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809355415383,올가홀푸드,"[산지]친환경 제주블루베리(유기농,500g)",30000,114-81-80641,1500,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276026941,올가홀푸드,"[친환경]수수(유기농,1.5kg)",30800,114-81-80641,1540,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809123432505,올가홀푸드,"검정깨(무농약,500g)",31000,114-81-80641,1550,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666726291,올가홀푸드,[BOX]유기농 잡곡밥,31800,114-81-80641,1590,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666726284,올가홀푸드,[BOX]유기농 현미쌀밥,31800,114-81-80641,1590,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666726277,올가홀푸드,[BOX]유기농 백미밥,31800,114-81-80641,1590,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666729353,올가홀푸드,"[산지]밤고구마(유기농,4.5kg)",32900,114-81-80641,1640,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809355418117,올가홀푸드,"현미찹쌀(유기농,3.6kg)",33000,114-81-80641,1650,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809355418094,올가홀푸드,"백미찹쌀(유기농,3.6kg)",33000,114-81-80641,1650,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809419995233,올가홀푸드,"[산지]햇생강(유기농,2kg)",33800,114-81-80641,1690,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809355413099,올가홀푸드,"[산지]마이스터 노지친환경 감귤(유기농,5kg)",33800,114-81-80641,1690,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666722620,올가홀푸드,"[친환경 세트]철원 밀키퀸 백미(유기농,3.6kg)",33900,114-81-80641,1690,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809487827832,올가홀푸드,"[산지]청귤(무농약,5kg)",34000,114-81-80641,1700,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809355410302,올가홀푸드,"[산지]청매실(유기농,5kg 특)",34000,114-81-80641,1700,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809777685746,올가홀푸드,"[햅쌀]백미(유기농,3.6kg)",34900,114-81-80641,1740,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809777685050,올가홀푸드,"[산지]햇밤고구마(유기농,4.5kg)",34900,114-81-80641,1740,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666722606,올가홀푸드,"[산지]꿀고구마(유기농,4.5kg)",34900,114-81-80641,1740,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666722590,올가홀푸드,"[산지]황금고구마(유기농,4.5kg)",34900,114-81-80641,1740,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000189776,올가홀푸드,"[산지]호박고구마(유기농,4.5kg)",34900,114-81-80641,1740,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666820012,올가홀푸드,"참좋은 고춧가루(유기농,500g)",35000,114-81-80641,1750,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000140289,올가홀푸드,올가 달콤한 유기농두유(180ml*12),35000,114-81-80641,1750,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809276022035,올가홀푸드,올가 달콤한 유기농두유(170ml*12),36000,114-81-80641,1800,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809123437678,올가홀푸드,올가 유기농두유(170ml*12),36000,114-81-80641,1800,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809666725188,올가홀푸드,"[QR코드][산지]절임배추(유기농,10kg/BOX)",37800,114-81-80641,1890,친환경인증농산물,0.05,2024-06-01,2024-06-30
8809584349121,올가홀푸드,"[산지]천혜향(무농약,3kg)",38000,114-81-80641,1900,친환경인증농산물,0.05,2024-06-01,2024-06-30
2200000011992,올가홀푸드,[산지]대저토마토 3kg,38000,114-81-80641,1900,친환경인증농산물,0.05,2024-06-01,2024-06-30
